2016-08-04 00:02:18:947  INFO SYSTEM:mkdb.Worker.scheduled.29 - gametime update.curGameTime:11gametime:0
2016-09-08 15:36:48:160  INFO SYSTEM:main - register bean name=fire.pb.item.DSEquipLvGemInfo
2016-09-08 15:36:48:175  INFO SYSTEM:main - register bean name=fire.pb.item.DSFoodAndDrugEffect
2016-09-08 15:36:48:175  INFO SYSTEM:main - register bean name=fire.pb.item.DTaskItemShuXing
2016-09-08 15:36:48:457  INFO SYSTEM:main - register bean name=fire.pb.item.EquipItemShuXing
2016-09-08 15:36:48:472  INFO SYSTEM:main - register bean name=fire.pb.item.gemItemShuXing
2016-09-08 15:36:48:519  INFO SYSTEM:main - register bean name=fire.pb.item.GroceryItemShuXing
2016-09-08 15:36:48:519  INFO SYSTEM:main - register bean name=fire.pb.item.ItemClassConfig
2016-09-08 15:36:48:519  INFO SYSTEM:main - register bean name=fire.pb.item.ItemNameClassConfig
2016-09-08 15:36:48:519  INFO SYSTEM:main - register bean name=fire.pb.item.ItemShuXing
2016-09-08 15:36:48:535  INFO SYSTEM:main - register bean name=fire.pb.item.PetItemShuXing
2016-09-08 15:36:48:535  INFO SYSTEM:main - register bean name=fire.pb.item.QualityFormula
2016-09-08 15:36:48:535  INFO SYSTEM:main - register bean name=fire.pb.item.Sanquan
2016-09-08 15:36:48:535  INFO SYSTEM:main - register bean name=fire.pb.item.SBaoShiBiao
2016-09-08 15:36:48:535  INFO SYSTEM:main - register bean name=fire.pb.item.SBattleUseItem
2016-09-08 15:36:48:535  INFO SYSTEM:main - register bean name=fire.pb.item.SCanntInChangKu
2016-09-08 15:36:48:535  INFO SYSTEM:main - register bean name=fire.pb.item.SChangKuExt
2016-09-08 15:36:48:550  INFO SYSTEM:main - register bean name=fire.pb.item.SDianKaLibaoConfig
2016-09-08 15:36:48:550  INFO SYSTEM:main - register bean name=fire.pb.item.SDirectUseItem
2016-09-08 15:36:48:566  INFO SYSTEM:main - register bean name=fire.pb.item.SEquipAddattributelib
2016-09-08 15:36:48:597  INFO SYSTEM:main - register bean name=fire.pb.item.SEquipAddattributerandomlib
2016-09-08 15:36:48:628  INFO SYSTEM:main - register bean name=fire.pb.item.SEquipHeCheng
2016-09-08 15:36:48:809  INFO SYSTEM:main - register bean name=fire.pb.item.SEquipIteminfo
2016-09-08 15:36:48:809  INFO SYSTEM:main - register bean name=fire.pb.item.SEquipLvGemInfo
2016-09-08 15:36:48:824  INFO SYSTEM:main - register bean name=fire.pb.item.SEquipMakeInfo
2016-09-08 15:36:48:824  INFO SYSTEM:main - register bean name=fire.pb.item.SEquipNaiJiuXiaoHao
2016-09-08 15:36:48:824  INFO SYSTEM:main - register bean name=fire.pb.item.SFoodAndDrugEffect
2016-09-08 15:36:48:840  INFO SYSTEM:main - register bean name=fire.pb.item.SItemBuff
2016-09-08 15:36:48:840  INFO SYSTEM:main - register bean name=fire.pb.item.SItemToDbPoint
2016-09-08 15:36:48:840  INFO SYSTEM:main - register bean name=fire.pb.item.SItemToHuoban
2016-09-08 15:36:48:840  INFO SYSTEM:main - register bean name=fire.pb.item.SItemToItem
2016-09-08 15:36:48:840  INFO SYSTEM:main - register bean name=fire.pb.item.SItemToPet
2016-09-08 15:36:48:840  INFO SYSTEM:main - register bean name=fire.pb.item.SItemUseTime
2016-09-08 15:36:48:918  INFO SYSTEM:main - register bean name=fire.pb.item.SLibaoConfig
2016-09-08 15:36:48:918  INFO SYSTEM:main - register bean name=fire.pb.item.SParkExtTable
2016-09-08 15:36:48:918  INFO SYSTEM:main - register bean name=fire.pb.item.SPetSkillSuccessConfig
2016-09-08 15:36:48:918  INFO SYSTEM:main - register bean name=fire.pb.item.SProduceItem
2016-09-08 15:36:48:918  INFO SYSTEM:main - register bean name=fire.pb.item.SRankListNumConfig
2016-09-08 15:36:48:934  INFO SYSTEM:main - register bean name=fire.pb.item.STimeReturn
2016-09-08 15:36:48:934  INFO SYSTEM:main - register bean name=fire.pb.item.STimingReward
2016-09-08 15:36:48:934  INFO SYSTEM:main - register bean name=fire.pb.item.STransformationConfig
2016-09-08 15:36:48:934  INFO SYSTEM:main - register bean name=fire.pb.item.STransformationEffectConfig
2016-09-08 15:36:48:934  INFO SYSTEM:main - register bean name=fire.pb.item.TaskItemShuXing
2016-09-08 15:36:48:934  INFO SYSTEM:main - register bean name=fire.pb.login.SCompensationConfig
2016-09-08 15:36:48:934  INFO SYSTEM:main - register bean name=fire.pb.main.HotfixConfig
2016-09-08 15:36:48:949  INFO SYSTEM:main - register bean name=fire.pb.main.HotfixXml2ModuleConfig
2016-09-08 15:36:48:949  INFO SYSTEM:main - register bean name=fire.pb.main.JumpQueueUser
2016-09-08 15:36:48:949  INFO SYSTEM:main - register bean name=fire.pb.main.LoginLimit
2016-09-08 15:36:48:949  INFO SYSTEM:main - register bean name=fire.pb.main.LoginQueueUp
2016-09-08 15:36:48:949  INFO SYSTEM:main - register bean name=fire.pb.main.ModuleInfo
2016-09-08 15:36:48:949  INFO SYSTEM:main - register bean name=fire.pb.map.MapConfig
2016-09-08 15:36:48:965  INFO SYSTEM:main - register bean name=fire.pb.map.SActivityAwardItems
2016-09-08 15:36:48:965  INFO SYSTEM:main - register bean name=fire.pb.map.SEventTimerNpc
2016-09-08 15:36:48:965  INFO SYSTEM:main - register bean name=fire.pb.map.SEventTimerNpcDianKa
2016-09-08 15:36:48:965  INFO SYSTEM:main - register bean name=fire.pb.map.SFindTreasureEvent
2016-09-08 15:36:48:965  INFO SYSTEM:main - register bean name=fire.pb.map.SFindTreasureEventDianKa
2016-09-08 15:36:48:965  INFO SYSTEM:main - register bean name=fire.pb.map.SFindTreasureGift
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.map.SFindTreasureGiftDianKa
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.map.SFindTreasureResult
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.map.SFindTreasureResultDianKa
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.map.SItemToPos
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.map.SMineArea
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.map.SShowAreainfo
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.map.SWorldMapConfig
2016-09-08 15:36:48:981  INFO SYSTEM:main - register bean name=fire.pb.message.SStringRes
2016-09-08 15:36:48:996  INFO SYSTEM:main - register bean name=fire.pb.mission.SActiveChestConfig
2016-09-08 15:36:48:996  INFO SYSTEM:main - register bean name=fire.pb.mission.SActiveChestConfig4D
2016-09-08 15:36:48:996  INFO SYSTEM:main - register bean name=fire.pb.mission.SActivityQuestion
2016-09-08 15:36:48:996  INFO SYSTEM:main - register bean name=fire.pb.mission.SAllTaskLine
2016-09-08 15:36:48:996  INFO SYSTEM:main - register bean name=fire.pb.mission.Sbukefangqirenwu
2016-09-08 15:36:49:027  INFO SYSTEM:main - register bean name=fire.pb.mission.SGuideCourse
2016-09-08 15:36:49:027  INFO SYSTEM:main - register bean name=fire.pb.mission.SGuideCourseDianKa
2016-09-08 15:36:49:027  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandFightConfig
2016-09-08 15:36:49:027  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandPingJi
2016-09-08 15:36:49:027  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandTask
2016-09-08 15:36:49:027  INFO SYSTEM:main - register bean name=fire.pb.mission.SLandTaskConfig
2016-09-08 15:36:49:027  INFO SYSTEM:main - register bean name=fire.pb.mission.SLinepingji
2016-09-08 15:36:49:043  INFO SYSTEM:main - register bean name=fire.pb.mission.SLineTask
2016-09-08 15:36:49:059  INFO SYSTEM:main - register bean name=fire.pb.mission.SLineTaskConfig
2016-09-08 15:36:49:059  INFO SYSTEM:main - register bean name=fire.pb.mission.SLineTaskFight
2016-09-08 15:36:49:199  INFO SYSTEM:main - register bean name=fire.pb.mission.SMissionData
2016-09-08 15:36:49:199  INFO SYSTEM:main - register bean name=fire.pb.mission.SNewFunctionOpen
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.mission.SQuestCanAcceptList
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.mission.SQuestCanAcceptListDianKa
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.mission.Squestions
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.mission.SSpecialScenarioQuestConfig
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.npc.SActivityNpcPos
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.npc.SAllConds
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.npc.SBaoxiang
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.npc.SchoolMaster
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.npc.SFestivalGift
2016-09-08 15:36:49:215  INFO SYSTEM:main - register bean name=fire.pb.npc.SGatherConfig
2016-09-08 15:36:49:231  INFO SYSTEM:main - register bean name=fire.pb.npc.SHeroBaseInfo
2016-09-08 15:36:49:231  INFO SYSTEM:main - register bean name=fire.pb.npc.SHeroWeekFreeInfo
2016-09-08 15:36:49:231  INFO SYSTEM:main - register bean name=fire.pb.npc.SHireNpc
2016-09-08 15:36:49:231  INFO SYSTEM:main - register bean name=fire.pb.npc.SLeitaiLevel
2016-09-08 15:36:50:652  INFO SYSTEM:main - register bean name=fire.pb.npc.SMonsterConfig
2016-09-08 15:36:50:654  INFO SYSTEM:main - register bean name=fire.pb.npc.SMonstershowConfig
2016-09-08 15:36:50:655  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcNameRandom
2016-09-08 15:36:50:655  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcPreNameRandom
2016-09-08 15:36:50:655  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcServiceConfig
2016-09-08 15:36:50:686  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcServiceMapping
2016-09-08 15:36:50:702  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcShape
2016-09-08 15:36:50:733  INFO SYSTEM:main - register bean name=fire.pb.npc.SNpcShare
2016-09-08 15:36:50:764  INFO SYSTEM:main - register bean name=fire.pb.npc.SRefreshTimerNpc
2016-09-08 15:36:50:780  INFO SYSTEM:main - register bean name=fire.pb.npc.SRefreshTimerNpcDianKa
2016-09-08 15:36:50:780  INFO SYSTEM:main - register bean name=fire.pb.npc.SRide
2016-09-08 15:36:50:780  INFO SYSTEM:main - register bean name=fire.pb.npc.SRideItem
2016-09-08 15:36:50:796  INFO SYSTEM:main - register bean name=fire.pb.npc.SServiceConds
2016-09-08 15:36:50:921  INFO SYSTEM:main - register bean name=fire.pb.npc.SWildMonsterConfig
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.PetAttr
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.PetAttrModData
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.PetColumnConfig
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.PetLearnSkillRateConfig
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.PetNextExp
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.PetResetPointConfig
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.PetSynthesizeSkillRateConfig
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.SPetDepotPrice
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.pet.SShenShouInc
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.role.AttrModData
2016-09-08 15:36:50:952  INFO SYSTEM:main - register bean name=fire.pb.role.NextExpAndResMoney
2016-09-08 15:36:50:968  INFO SYSTEM:main - register bean name=fire.pb.role.Redirect
2016-09-08 15:36:50:968  INFO SYSTEM:main - register bean name=fire.pb.role.RoleConfig
2016-09-08 15:36:50:968  INFO SYSTEM:main - register bean name=fire.pb.role.RoleModData
2016-09-08 15:36:50:968  INFO SYSTEM:main - register bean name=fire.pb.role.Saddpointchange
2016-09-08 15:36:50:968  INFO SYSTEM:main - register bean name=fire.pb.role.SCreateRoleConfig
2016-09-08 15:36:50:968  INFO SYSTEM:main - register bean name=fire.pb.role.SEquipEffectConfig
2016-09-08 15:36:50:983  INFO SYSTEM:main - register bean name=fire.pb.role.SRoleNameData
2016-09-08 15:36:50:983  INFO SYSTEM:main - register bean name=fire.pb.role.SRoleRColorConfig
2016-09-08 15:36:50:983  INFO SYSTEM:main - register bean name=fire.pb.role.SRoleSymbolRepository
2016-09-08 15:36:50:983  INFO SYSTEM:main - register bean name=fire.pb.role.SServerMaxLevelConfig
2016-09-08 15:36:50:983  INFO SYSTEM:main - register bean name=fire.pb.role.SServiceExpConfig
2016-09-08 15:36:50:983  INFO SYSTEM:main - register bean name=fire.pb.role.SServiceLevelConfig
2016-09-08 15:36:50:983  INFO SYSTEM:main - register bean name=fire.pb.shop.DMarketFirstTable
2016-09-08 15:36:51:030  INFO SYSTEM:main - register bean name=fire.pb.shop.DMarketThreeTable
2016-09-08 15:36:51:061  INFO SYSTEM:main - register bean name=fire.pb.shop.DSGoods
2016-09-08 15:36:51:061  INFO SYSTEM:main - register bean name=fire.pb.shop.DSMallShop
2016-09-08 15:36:51:077  INFO SYSTEM:main - register bean name=fire.pb.shop.DSNpcSale
2016-09-08 15:36:51:077  INFO SYSTEM:main - register bean name=fire.pb.shop.MarketFirstTable
2016-09-08 15:36:51:124  INFO SYSTEM:main - register bean name=fire.pb.shop.MarketThreeTable
2016-09-08 15:36:51:155  INFO SYSTEM:main - register bean name=fire.pb.shop.SGoods
2016-09-08 15:36:51:155  INFO SYSTEM:main - register bean name=fire.pb.shop.SMallShop
2016-09-08 15:36:51:155  INFO SYSTEM:main - register bean name=fire.pb.shop.SNpcSale
2016-09-08 15:36:51:155  INFO SYSTEM:main - register bean name=fire.pb.shop.SPetShop
2016-09-08 15:36:51:155  INFO SYSTEM:main - register bean name=fire.pb.skill.SActionTime
2016-09-08 15:36:51:155  INFO SYSTEM:main - register bean name=fire.pb.skill.SAssistSkill
2016-09-08 15:36:51:155  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornConsume
2016-09-08 15:36:51:171  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornEffectSkill
2016-09-08 15:36:51:171  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornInfo
2016-09-08 15:36:51:186  INFO SYSTEM:main - register bean name=fire.pb.skill.SInbornMaxLevel
2016-09-08 15:36:51:186  INFO SYSTEM:main - register bean name=fire.pb.skill.SLifeSkill
2016-09-08 15:36:51:202  INFO SYSTEM:main - register bean name=fire.pb.skill.SLifeSkillCost
2016-09-08 15:36:51:202  INFO SYSTEM:main - register bean name=fire.pb.skill.SNuqiget
2016-09-08 15:36:51:218  INFO SYSTEM:main - register bean name=fire.pb.skill.SParticeSkillLevelup
2016-09-08 15:36:51:218  INFO SYSTEM:main - register bean name=fire.pb.skill.SPetSkillitem
2016-09-08 15:36:51:249  INFO SYSTEM:main - register bean name=fire.pb.skill.SPetSkillupgrade
2016-09-08 15:36:51:264  INFO SYSTEM:main - register bean name=fire.pb.skill.SPointCardParticeSkillLevelup
2016-09-08 15:36:51:264  INFO SYSTEM:main - register bean name=fire.pb.skill.SPracticeItemExp
2016-09-08 15:36:51:264  INFO SYSTEM:main - register bean name=fire.pb.skill.SSceneSkillConfig
