2016-09-08 17:00:00:716  INFO ACTIVE:mkdb.Worker.scheduled.53 - try to start activity.activity id:214004
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:203002
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:235002
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:203001
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:235001
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:203007
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:235007
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:203006
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:235006
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:203005
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:235005
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:203004
2016-09-09 14:46:44:779  INFO ACTIVE:main - put activity to activityMap.activity id:235004
2016-09-09 14:46:45:591  INFO ACTIVE:mkdb.Worker.scheduled.25 - try to start activity.activity id:213005
2016-09-09 14:46:45:638  INFO ACTIVE:mkdb.Worker.scheduled.21 - try to start activity.activity id:234005
2016-09-09 14:46:45:638  INFO ACTIVE:mkdb.Worker.scheduled.24 - try to start activity.activity id:244005
2016-09-09 14:46:45:638  INFO ACTIVE:mkdb.Worker.scheduled.26 - try to start activity.activity id:201005
2016-09-09 14:46:45:638  INFO ACTIVE:mkdb.Worker.scheduled.27 - try to start activity.activity id:202005
2016-09-09 14:46:45:810  INFO ACTIVE:mkdb.Worker.scheduled.25 - activity started.activity id:213005
2016-09-09 14:46:45:810  INFO ACTIVE:mkdb.Worker.scheduled.25 - try to start activity.activity id:233005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.24 - activity started.activity id:244005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - activity started.activity id:233005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.24 - try to start activity.activity id:201012
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - try to start activity.activity id:200005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.26 - activity started.activity id:201005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.26 - try to start activity.activity id:232005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.24 - activity started.activity id:201012
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.26 - activity started.activity id:232005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.24 - try to start activity.activity id:231005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.26 - try to start activity.activity id:230005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.21 - activity started.activity id:234005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - activity started.activity id:200005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.21 - try to start activity.activity id:239005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - try to start activity.activity id:238005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.26 - activity started.activity id:230005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.26 - try to start activity.activity id:205005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - activity started.activity id:238005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.24 - activity started.activity id:231005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - try to start activity.activity id:237005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.24 - try to start activity.activity id:204005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.21 - activity started.activity id:239005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.21 - try to start activity.activity id:236005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - activity started.activity id:237005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.25 - try to start activity.activity id:203005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.21 - activity started.activity id:236005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.21 - try to start activity.activity id:235005
2016-09-09 14:46:45:966  INFO ACTIVE:mkdb.Worker.scheduled.21 - activity started.activity id:235005
2016-09-09 14:47:45:118  INFO ACTIVE:mkdb.Worker.procedure.36 - 角色[4097]上次日活动时间:0,当前时间:1473403665118,不是同一天,清数据！
2016-09-09 14:47:45:149  INFO ACTIVE:mkdb.Worker.procedure.36 - 角色[4097]上次周活动时间:0,当前时间:1473403665118,不是同一周,清数据！
2016-09-09 14:56:26:259  INFO ACTIVE:main - put activity to activityMap.activity id:213003
2016-09-09 14:56:26:275  INFO ACTIVE:main - put activity to activityMap.activity id:213002
2016-09-09 14:56:26:275  INFO ACTIVE:main - put activity to activityMap.activity id:213001
2016-09-09 14:56:26:275  INFO ACTIVE:main - put activity to activityMap.activity id:213007
2016-09-09 14:56:26:275  INFO ACTIVE:main - put activity to activityMap.activity id:213006
2016-09-09 14:56:26:275  INFO ACTIVE:main - put activity to activityMap.activity id:213005
2016-09-09 14:56:26:275  INFO ACTIVE:main - put activity to activityMap.activity id:213004
2016-09-09 14:56:26:290  INFO ACTIVE:main - put activity to activityMap.activity id:202003
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:234003
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:202002
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:234002
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:202001
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:234001
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:202007
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:234007
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:202006
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:234006
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:202005
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:234005
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:202004
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:234004
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:244003
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:244002
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:244001
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:244007
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:244006
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:244005
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:244004
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201003
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:233003
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201002
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:233002
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201001
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:233001
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201007
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:233007
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201006
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:233006
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201005
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:233005
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201004
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:233004
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201011
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201010
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201009
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201008
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201014
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201013
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:201012
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:200003
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:232003
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:200002
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:232002
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:200001
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:232001
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:200007
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:232007
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:200006
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:232006
2016-09-09 14:56:26:293  INFO ACTIVE:main - put activity to activityMap.activity id:200005
2016-09-09 14:56:26:309  INFO ACTIVE:main - put activity to activityMap.activity id:232005
2016-09-09 14:56:26:309  INFO ACTIVE:main - put activity to activityMap.activity id:200004
2016-09-09 14:56:26:309  INFO ACTIVE:main - put activity to activityMap.activity id:232004
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:242001
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:231003
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:231002
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:231001
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:231007
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:231006
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:231005
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:231004
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:241002
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:241001
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:230003
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:230002
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:230001
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:230007
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:230006
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:230005
2016-09-09 14:56:26:324  INFO ACTIVE:main - put activity to activityMap.activity id:230004
2016-09-09 14:56:26:340  INFO ACTIVE:main - put activity to activityMap.activity id:240002
2016-09-09 14:56:26:340  INFO ACTIVE:main - put activity to activityMap.activity id:240001
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:218001
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:239003
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:239002
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:239001
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:239007
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:239006
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:239005
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:239004
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:281001
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:281002
2016-09-09 14:56:26:356  INFO ACTIVE:main - put activity to activityMap.activity id:238003
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:206002
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:238002
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:206001
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:238001
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:238007
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:238006
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:238005
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:238004
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:216001
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:280001
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:280002
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:205003
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:237003
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:205002
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:237002
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:205001
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:237001
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:205007
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:237007
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:205006
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:237006
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:205005
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:237005
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:205004
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:237004
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:215001
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:204003
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:236003
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:204002
2016-09-09 14:56:26:402  INFO ACTIVE:main - put activity to activityMap.activity id:236002
